Stage,Utility,Root,Level,Title,Company_Name,Date,Submitter,Docket_No,Page_Type,PDF_Link,Page_URL,Breadcrumb
1,electric,Facilities > Electricity,4,A77618-2 Letter and Information Request No. 1 to Algonquin Power Co. - A5C7K1 (Pending Translation),A77618-2 Letter and Information Request No. 1 to Algonquin Power Co. - A5C7K1 (Pending Translation),,,A77618-2,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/41059,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/41059,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A77618 National Energy Board - Letter and Information Request No. 1 to Algonquin Power Co. > A77618-2 Letter and Information Request No. 1 to Algonquin Power Co. - A5C7K1 (Pending Translation)
1,electric,Facilities > Electricity,4,Receipt - Accusé de réception - A5C7K3,Receipt - Accusé de réception - A5C7K3,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2995607,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2995607,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A77618 National Energy Board - Letter and Information Request No. 1 to Algonquin Power Co. > Receipt - Accusé de réception - A5C7K3
1,electric,Facilities > Electricity,3,A78124 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project,A78124 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project,,,A78124,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3004004,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78124 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project
1,electric,Facilities > Electricity,4,A78124-1 IR Deadline Extension Request Letter - A5D3Y2,A78124-1 IR Deadline Extension Request Letter - A5D3Y2,,,A78124-1,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004283,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004283,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78124 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > A78124-1 IR Deadline Extension Request Letter - A5D3Y2
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3004004,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78124 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > 
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601521,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78124 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > 
1,electric,Facilities > Electricity,4,Receipt - Accusé de réception - A5D3Y3,Receipt - Accusé de réception - A5D3Y3,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004631,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004631,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78124 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > Receipt - Accusé de réception - A5D3Y3
1,electric,Facilities > Electricity,3,A78266 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project,A78266 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project,,,A78266,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3005154,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78266 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project
1,electric,Facilities > Electricity,4,A78266-1 Information Request Response Letter - A5D5I4,A78266-1 Information Request Response Letter - A5D5I4,,,A78266-1,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004954,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004954,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78266 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > A78266-1 Information Request Response Letter - A5D5I4
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3005154,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78266 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > 
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601521,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78266 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > 
1,electric,Facilities > Electricity,4,A78266-2 Information Response Tracker - A5D5I5,A78266-2 Information Response Tracker - A5D5I5,,,A78266-2,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004766,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004766,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78266 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > A78266-2 Information Response Tracker - A5D5I5
1,electric,Facilities > Electricity,4,A78266-3 Supplemental Document #1 - Single Line Diagram - A5D5I6,A78266-3 Supplemental Document #1 - Single Line Diagram - A5D5I6,,,A78266-3,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004955,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004955,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78266 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > A78266-3 Supplemental Document #1 - Single Line Diagram - A5D5I6
1,electric,Facilities > Electricity,4,A78266-4 Supplemental Document #2 - Relay Protection - A5D5I7,A78266-4 Supplemental Document #2 - Relay Protection - A5D5I7,,,A78266-4,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3005155,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3005155,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78266 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > A78266-4 Supplemental Document #2 - Relay Protection - A5D5I7
1,electric,Facilities > Electricity,4,A78266-5 Supplemental Document #3 - Work Description - A5D5I8,A78266-5 Supplemental Document #3 - Work Description - A5D5I8,,,A78266-5,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004956,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004956,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78266 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > A78266-5 Supplemental Document #3 - Work Description - A5D5I8
1,electric,Facilities > Electricity,4,A78266-6 Supplemental Document #4a - Line 6901 Photo Mosaic - A5D5I9,A78266-6 Supplemental Document #4a - Line 6901 Photo Mosaic - A5D5I9,,,A78266-6,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004861,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004861,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78266 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > A78266-6 Supplemental Document #4a - Line 6901 Photo Mosaic - A5D5I9
1,electric,Facilities > Electricity,4,A78266-7 Supplemental Document #4b - Line 6904 Photo Mosaic - A5D5J0,A78266-7 Supplemental Document #4b - Line 6904 Photo Mosaic - A5D5J0,,,A78266-7,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3005339,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3005339,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78266 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > A78266-7 Supplemental Document #4b - Line 6904 Photo Mosaic - A5D5J0
1,electric,Facilities > Electricity,4,A78266-8 Supplemental Document #5 - Photo Montage - A5D5J1,A78266-8 Supplemental Document #5 - Photo Montage - A5D5J1,,,A78266-8,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004469,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004469,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78266 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > A78266-8 Supplemental Document #5 - Photo Montage - A5D5J1
1,electric,Facilities > Electricity,4,A78266-9 Supplemental Document #6 - Issue Tracker and Communication Log - A5D5J2,A78266-9 Supplemental Document #6 - Issue Tracker and Communication Log - A5D5J2,,,A78266-9,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004575,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004575,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78266 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > A78266-9 Supplemental Document #6 - Issue Tracker and Communication Log - A5D5J2
1,electric,Facilities > Electricity,4,Receipt - Accusé de réception - A5D5J3,Receipt - Accusé de réception - A5D5J3,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004862,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004862,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78266 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > Receipt - Accusé de réception - A5D5J3
1,electric,Facilities > Electricity,3,A78283 National Energy Board - Letter to Algonquin Tinker Gen Co. - Extension to Timeline to Respond to IR No. 1,A78283 National Energy Board - Letter to Algonquin Tinker Gen Co. - Extension to Timeline to Respond to IR No. 1,,,A78283,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3005345,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78283 National Energy Board - Letter to Algonquin Tinker Gen Co. - Extension to Timeline to Respond to IR No. 1
1,electric,Facilities > Electricity,4,A78283-1 Letter - A5D5Q2,A78283-1 Letter - A5D5Q2,,,A78283-1,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004582,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004582,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78283 National Energy Board - Letter to Algonquin Tinker Gen Co. - Extension to Timeline to Respond to IR No. 1 > A78283-1 Letter - A5D5Q2
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3005345,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78283 National Energy Board - Letter to Algonquin Tinker Gen Co. - Extension to Timeline to Respond to IR No. 1 > 
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601521,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78283 National Energy Board - Letter to Algonquin Tinker Gen Co. - Extension to Timeline to Respond to IR No. 1 > 
1,electric,Facilities > Electricity,4,Receipt - Accusé de réception - A5D5Q3,Receipt - Accusé de réception - A5D5Q3,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004473,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004473,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78283 National Energy Board - Letter to Algonquin Tinker Gen Co. - Extension to Timeline to Respond to IR No. 1 > Receipt - Accusé de réception - A5D5Q3
1,electric,Facilities > Electricity,3,A78548 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project,A78548 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project,,,A78548,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3006033,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78548 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project
1,electric,Facilities > Electricity,4,A78548-1 Information Request Response Letter - A5D8W6,A78548-1 Information Request Response Letter - A5D8W6,,,A78548-1,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3005732,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3005732,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78548 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > A78548-1 Information Request Response Letter - A5D8W6
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3006033,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78548 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > 
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601521,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78548 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > 
1,electric,Facilities > Electricity,4,A78548-2 Information Request Response Tracker Submission 2 - A5D8W7,A78548-2 Information Request Response Tracker Submission 2 - A5D8W7,,,A78548-2,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3006533,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3006533,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78548 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > A78548-2 Information Request Response Tracker Submission 2 - A5D8W7
1,electric,Facilities > Electricity,4,A78548-3 Supplemental Document #7 - Line 6901 Drawing - A5D8W8,A78548-3 Supplemental Document #7 - Line 6901 Drawing - A5D8W8,,,A78548-3,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3006435,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3006435,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78548 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > A78548-3 Supplemental Document #7 - Line 6901 Drawing - A5D8W8
1,electric,Facilities > Electricity,4,A78548-4 Supplemental Document #8 - Line 6901 Drawing - A5D8W9,A78548-4 Supplemental Document #8 - Line 6901 Drawing - A5D8W9,,,A78548-4,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3006631,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3006631,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78548 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > A78548-4 Supplemental Document #8 - Line 6901 Drawing - A5D8W9
1,electric,Facilities > Electricity,4,A78548-5 Supplemental Document #9 - Soils Map - A5D8X0,A78548-5 Supplemental Document #9 - Soils Map - A5D8X0,,,A78548-5,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3006235,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3006235,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78548 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > A78548-5 Supplemental Document #9 - Soils Map - A5D8X0
1,electric,Facilities > Electricity,4,A78548-6 Supplemental Document #10 - Water Well Report - A5D8X1,A78548-6 Supplemental Document #10 - Water Well Report - A5D8X1,,,A78548-6,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3006722,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3006722,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78548 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > A78548-6 Supplemental Document #10 - Water Well Report - A5D8X1
1,electric,Facilities > Electricity,4,A78548-7 Supplemental Document #11 - Environmental Protection Plan - A5D8X2,A78548-7 Supplemental Document #11 - Environmental Protection Plan - A5D8X2,,,A78548-7,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3006811,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3006811,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78548 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > A78548-7 Supplemental Document #11 - Environmental Protection Plan - A5D8X2
1,electric,Facilities > Electricity,4,Receipt - Accusé de réception - A5D8X3,Receipt - Accusé de réception - A5D8X3,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3005927,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3005927,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A78548 Algonquin Tinker Gen Co. - Algonquin Tinker Gen Co. - Transmission Alteration Project > Receipt - Accusé de réception - A5D8X3
1,electric,Facilities > Electricity,3,A79148 National Energy Board - Algonquin Tinker Gen Co. - Letter and Order MO-039-2016 - Work on International Power Lines,A79148 National Energy Board - Algonquin Tinker Gen Co. - Letter and Order MO-039-2016 - Work on International Power Lines,,,A79148,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3027414,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A79148 National Energy Board - Algonquin Tinker Gen Co. - Letter and Order MO-039-2016 - Work on International Power Lines
1,electric,Facilities > Electricity,4,A79148-1 Algonquin Tinker Gen Co. - Letter and Order MO-039-2016 - Work on International Power Lines - A5E7Q2,A79148-1 Algonquin Tinker Gen Co. - Letter and Order MO-039-2016 - Work on International Power Lines - A5E7Q2,,,A79148-1,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3027415,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3027415,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A79148 National Energy Board - Algonquin Tinker Gen Co. - Letter and Order MO-039-2016 - Work on International Power Lines > A79148-1 Algonquin Tinker Gen Co. - Letter and Order MO-039-2016 - Work on International Power Lines - A5E7Q2
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3027414,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A79148 National Energy Board - Algonquin Tinker Gen Co. - Letter and Order MO-039-2016 - Work on International Power Lines > 
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601521,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A79148 National Energy Board - Algonquin Tinker Gen Co. - Letter and Order MO-039-2016 - Work on International Power Lines > 
1,electric,Facilities > Electricity,4,A79148-2 Algonquin Tinker Gen Co. - Lettre et ordonnance MO-039-2016 - A5E7Q1 (Pending Translation),A79148-2 Algonquin Tinker Gen Co. - Lettre et ordonnance MO-039-2016 - A5E7Q1 (Pending Translation),,,A79148-2,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/41059,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/41059,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A79148 National Energy Board - Algonquin Tinker Gen Co. - Letter and Order MO-039-2016 - Work on International Power Lines > A79148-2 Algonquin Tinker Gen Co. - Lettre et ordonnance MO-039-2016 - A5E7Q1 (Pending Translation)
1,electric,Facilities > Electricity,4,Receipt - Accusé de réception - A5E7Q3,Receipt - Accusé de réception - A5E7Q3,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3027642,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3027642,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A79148 National Energy Board - Algonquin Tinker Gen Co. - Letter and Order MO-039-2016 - Work on International Power Lines > Receipt - Accusé de réception - A5E7Q3
1,electric,Facilities > Electricity,3,A81123 National Energy Board - Letter and Amending Certificates AO-005-EC-III-2 and AO-004-EC-III-3 to Algonquin Tinker Gen Co.,A81123 National Energy Board - Letter and Amending Certificates AO-005-EC-III-2 and AO-004-EC-III-3 to Algonquin Tinker Gen Co.,,,A81123,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3117990,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A81123 National Energy Board - Letter and Amending Certificates AO-005-EC-III-2 and AO-004-EC-III-3 to Algonquin Tinker Gen Co.
1,electric,Facilities > Electricity,4,A81123-1 NEB - Letter - Algonquin Tinker Gen Co.,A81123-1 NEB - Letter - Algonquin Tinker Gen Co.,,,A81123-1,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3117883,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3117883,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A81123 National Energy Board - Letter and Amending Certificates AO-005-EC-III-2 and AO-004-EC-III-3 to Algonquin Tinker Gen Co. > A81123-1 NEB - Letter - Algonquin Tinker Gen Co.
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3117990,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A81123 National Energy Board - Letter and Amending Certificates AO-005-EC-III-2 and AO-004-EC-III-3 to Algonquin Tinker Gen Co. > 
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601521,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A81123 National Energy Board - Letter and Amending Certificates AO-005-EC-III-2 and AO-004-EC-III-3 to Algonquin Tinker Gen Co. > 
1,electric,Facilities > Electricity,4,A81123-2 NEB - Amended Certificate AO-005-EC-III-2 - Algonquin,A81123-2 NEB - Amended Certificate AO-005-EC-III-2 - Algonquin,,,A81123-2,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3117884,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3117884,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A81123 National Energy Board - Letter and Amending Certificates AO-005-EC-III-2 and AO-004-EC-III-3 to Algonquin Tinker Gen Co. > A81123-2 NEB - Amended Certificate AO-005-EC-III-2 - Algonquin
1,electric,Facilities > Electricity,4,A81123-3 ONÉ - Certificat modifié AO-005-EC-III-2 - Algonquin,A81123-3 ONÉ - Certificat modifié AO-005-EC-III-2 - Algonquin,,,A81123-3,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3117885,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3117885,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A81123 National Energy Board - Letter and Amending Certificates AO-005-EC-III-2 and AO-004-EC-III-3 to Algonquin Tinker Gen Co. > A81123-3 ONÉ - Certificat modifié AO-005-EC-III-2 - Algonquin
1,electric,Facilities > Electricity,4,A81123-4 NEB - Amended Certificate AO-004-EC-III-3 - Algonquin,A81123-4 NEB - Amended Certificate AO-004-EC-III-3 - Algonquin,,,A81123-4,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3117886,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3117886,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A81123 National Energy Board - Letter and Amending Certificates AO-005-EC-III-2 and AO-004-EC-III-3 to Algonquin Tinker Gen Co. > A81123-4 NEB - Amended Certificate AO-004-EC-III-3 - Algonquin
1,electric,Facilities > Electricity,4,A81123-5 ONÉ - Certificat modifié AO-004-EC-III-3 - Algonquin,A81123-5 ONÉ - Certificat modifié AO-004-EC-III-3 - Algonquin,,,A81123-5,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3117887,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3117887,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A81123 National Energy Board - Letter and Amending Certificates AO-005-EC-III-2 and AO-004-EC-III-3 to Algonquin Tinker Gen Co. > A81123-5 ONÉ - Certificat modifié AO-004-EC-III-3 - Algonquin
1,electric,Facilities > Electricity,4,ONÉ - Lettre - Algonguin Tinker Gen Co.pdf,ONÉ - Lettre - Algonguin Tinker Gen Co.pdf,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3153669,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3153669,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A81123 National Energy Board - Letter and Amending Certificates AO-005-EC-III-2 and AO-004-EC-III-3 to Algonquin Tinker Gen Co. > ONÉ - Lettre - Algonguin Tinker Gen Co.pdf
1,electric,Facilities > Electricity,4,Receipt - Accusé de réception - A5H7T1,Receipt - Accusé de réception - A5H7T1,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3117888,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3117888,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A81123 National Energy Board - Letter and Amending Certificates AO-005-EC-III-2 and AO-004-EC-III-3 to Algonquin Tinker Gen Co. > Receipt - Accusé de réception - A5H7T1
1,electric,Facilities > Electricity,3,A83773 Algonquin Power Co. - Algonquin Tinker Gen Co.,A83773 Algonquin Power Co. - Algonquin Tinker Gen Co.,,,A83773,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3266483,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A83773 Algonquin Power Co. - Algonquin Tinker Gen Co.
1,electric,Facilities > Electricity,4,A83773-1 ltr Filing Update 20170523 Final - A5Q1A5,A83773-1 ltr Filing Update 20170523 Final - A5Q1A5,,,A83773-1,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3268116,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3268116,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A83773 Algonquin Power Co. - Algonquin Tinker Gen Co. > A83773-1 ltr Filing Update 20170523 Final - A5Q1A5
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3266483,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A83773 Algonquin Power Co. - Algonquin Tinker Gen Co. > 
