Stage,Utility,Root,Level,Title,Company_Name,Date,Submitter,Docket_No,Page_Type,PDF_Link,Page_URL,Breadcrumb
1,electric,Facilities > Electricity,6,07-09-27 NEB - Abitibi-Consolidated Inc. (ACI) and ACCC Transfer of Ownership (A16563),07-09-27 NEB - Abitibi-Consolidated Inc. (ACI) and ACCC Transfer of Ownership (A16563),,,A16563,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/467778,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > 07-06-05 NEB - Abitibi-Consolidated Inc. and Abitibi-Consolidated Company of Canada (A15693) Alias >  > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > 07-09-27 NEB - Abitibi-Consolidated Inc. (ACI) and ACCC Transfer of Ownership (A16563)"
1,electric,Facilities > Electricity,5,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/712769,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > 07-06-05 NEB - Abitibi-Consolidated Inc. and Abitibi-Consolidated Company of Canada (A15693) Alias >  > "
1,electric,Facilities > Electricity,4,A0Z1S9 - ACI and ACCC transfer of ownership Permit EPE-75,A0Z1S9 - ACI and ACCC transfer of ownership Permit EPE-75,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/465360,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/465360,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > 07-06-05 NEB - Abitibi-Consolidated Inc. and Abitibi-Consolidated Company of Canada (A15693) Alias > A0Z1S9 - ACI and ACCC transfer of ownership Permit EPE-75"
1,electric,Facilities > Electricity,4,A0Z1T0 - Receipt,A0Z1T0 - Receipt,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/465363,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/465363,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > 07-06-05 NEB - Abitibi-Consolidated Inc. and Abitibi-Consolidated Company of Canada (A15693) Alias > A0Z1T0 - Receipt"
1,electric,Facilities > Electricity,3,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/712882,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > "
1,electric,Facilities > Electricity,3,07-06-22 NEB - Abitibi-Consolidated Inc. - Permit EPE-75 (A15843),07-06-22 NEB - Abitibi-Consolidated Inc. - Permit EPE-75 (A15843),,,A15843,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/467665,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > 07-06-22 NEB - Abitibi-Consolidated Inc. - Permit EPE-75 (A15843)"
1,electric,Facilities > Electricity,4,A0Z3X5 - AO-3-EPE-75 - Erratum,A0Z3X5 - AO-3-EPE-75 - Erratum,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/467666,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/467666,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > 07-06-22 NEB - Abitibi-Consolidated Inc. - Permit EPE-75 (A15843) > A0Z3X5 - AO-3-EPE-75 - Erratum"
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/467665,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > 07-06-22 NEB - Abitibi-Consolidated Inc. - Permit EPE-75 (A15843) > "
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/712882,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > 07-06-22 NEB - Abitibi-Consolidated Inc. - Permit EPE-75 (A15843) > "
1,electric,Facilities > Electricity,4,A0Z3X6 - AO-3-EPE-75 - Erratum (Pending Translation),A0Z3X6 - AO-3-EPE-75 - Erratum (Pending Translation),,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/41059,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/41059,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > 07-06-22 NEB - Abitibi-Consolidated Inc. - Permit EPE-75 (A15843) > A0Z3X6 - AO-3-EPE-75 - Erratum (Pending Translation)"
1,electric,Facilities > Electricity,4,A0Z3X7 - Receipt,A0Z3X7 - Receipt,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/467668,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/467668,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > 07-06-22 NEB - Abitibi-Consolidated Inc. - Permit EPE-75 (A15843) > A0Z3X7 - Receipt"
1,electric,Facilities > Electricity,3,07-09-27 NEB - Abitibi-Consolidated Inc. (ACI) and ACCC Transfer of Ownership (A16563),07-09-27 NEB - Abitibi-Consolidated Inc. (ACI) and ACCC Transfer of Ownership (A16563),,,A16563,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/479121,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > 07-09-27 NEB - Abitibi-Consolidated Inc. (ACI) and ACCC Transfer of Ownership (A16563)"
1,electric,Facilities > Electricity,4,A1A5R0 - Letter re GIC approval of transfer of ownership of ACI and ACCC,A1A5R0 - Letter re GIC approval of transfer of ownership of ACI and ACCC,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/478989,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/478989,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > 07-09-27 NEB - Abitibi-Consolidated Inc. (ACI) and ACCC Transfer of Ownership (A16563) > A1A5R0 - Letter re GIC approval of transfer of ownership of ACI and ACCC"
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/479121,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > 07-09-27 NEB - Abitibi-Consolidated Inc. (ACI) and ACCC Transfer of Ownership (A16563) > "
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/712882,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > 07-09-27 NEB - Abitibi-Consolidated Inc. (ACI) and ACCC Transfer of Ownership (A16563) > "
1,electric,Facilities > Electricity,4,A1A5R1 - Order AO-2-EC-25 English,A1A5R1 - Order AO-2-EC-25 English,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/479187,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/479187,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > 07-09-27 NEB - Abitibi-Consolidated Inc. (ACI) and ACCC Transfer of Ownership (A16563) > A1A5R1 - Order AO-2-EC-25 English"
1,electric,Facilities > Electricity,4,A1A5R2 - Ordonnance AO-2-EC-25 French,A1A5R2 - Ordonnance AO-2-EC-25 French,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/479122,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/479122,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > 07-09-27 NEB - Abitibi-Consolidated Inc. (ACI) and ACCC Transfer of Ownership (A16563) > A1A5R2 - Ordonnance AO-2-EC-25 French"
1,electric,Facilities > Electricity,4,A1A5R3 - Receipt,A1A5R3 - Receipt,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/479125,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/479125,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > 2006-07-25 Application to Transfer EC-25 and EPE-75 to reflect new ownership > 07-09-27 NEB - Abitibi-Consolidated Inc. (ACI) and ACCC Transfer of Ownership (A16563) > A1A5R3 - Receipt"
1,electric,Facilities > Electricity,2,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/712882,"Facilities > Electricity > Abitibi-Consolidated Hydro Inc., on behalf of ACH Limited Partnership > "
1,electric,Facilities > Electricity,1,Algonquin Tinker Gen Co.,Algonquin Tinker Gen Co.,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601521,Facilities > Electricity > Algonquin Tinker Gen Co.
1,electric,Facilities > Electricity,2,2016-05-10 - Application to Alter International Power Lines,2016-05-10 - Application to Alter International Power Lines,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/2956008,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines
1,electric,Facilities > Electricity,3,A76827 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project,A76827 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project,,,A76827,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/2954951,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A76827 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project
1,electric,Facilities > Electricity,4,A76827-1 Application Cover Letter - A4Z9A7,A76827-1 Application Cover Letter - A4Z9A7,,,A76827-1,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2955657,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2955657,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A76827 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > A76827-1 Application Cover Letter - A4Z9A7
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/2954951,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A76827 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > 
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601521,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A76827 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > 
1,electric,Facilities > Electricity,4,A76827-2 NEB Application - A4Z9A8,A76827-2 NEB Application - A4Z9A8,,,A76827-2,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2955658,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2955658,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A76827 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > A76827-2 NEB Application - A4Z9A8
1,electric,Facilities > Electricity,4,A76827-3 Appendix A - Transmission System Managed by Algonquin - Tinker-NEB-A - A4Z9A9,A76827-3 Appendix A - Transmission System Managed by Algonquin - Tinker-NEB-A - A4Z9A9,,,A76827-3,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2955971,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2955971,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A76827 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > A76827-3 Appendix A - Transmission System Managed by Algonquin - Tinker-NEB-A - A4Z9A9
1,electric,Facilities > Electricity,4,A76827-4 Appendix B - Project Mapping - A4Z9C0,A76827-4 Appendix B - Project Mapping - A4Z9C0,,,A76827-4,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2955255,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2955255,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A76827 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > A76827-4 Appendix B - Project Mapping - A4Z9C0
1,electric,Facilities > Electricity,4,A76827-5 Appendix C - Project Access Assessment - A4Z9C1,A76827-5 Appendix C - Project Access Assessment - A4Z9C1,,,A76827-5,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2955659,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2955659,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A76827 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > A76827-5 Appendix C - Project Access Assessment - A4Z9C1
1,electric,Facilities > Electricity,4,A76827-6 Appendix D - Typical Engineering Drawings for Circuit 6901 - A4Z9C2,A76827-6 Appendix D - Typical Engineering Drawings for Circuit 6901 - A4Z9C2,,,A76827-6,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2954952,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2954952,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A76827 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > A76827-6 Appendix D - Typical Engineering Drawings for Circuit 6901 - A4Z9C2
1,electric,Facilities > Electricity,4,A76827-7 Appendix E - Typical Engineering Drawings for Circuit 6904 - A4Z9C3,A76827-7 Appendix E - Typical Engineering Drawings for Circuit 6904 - A4Z9C3,,,A76827-7,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2954763,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2954763,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A76827 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > A76827-7 Appendix E - Typical Engineering Drawings for Circuit 6904 - A4Z9C3
1,electric,Facilities > Electricity,4,A76827-8 Appendix G - Archaeological and Heritage Search Report - A4Z9C4,A76827-8 Appendix G - Archaeological and Heritage Search Report - A4Z9C4,,,A76827-8,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2954953,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2954953,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A76827 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > A76827-8 Appendix G - Archaeological and Heritage Search Report - A4Z9C4
1,electric,Facilities > Electricity,4,A76827-9 Appendix H - Decision of the New Brunswick Utility Board - A4Z9C5,A76827-9 Appendix H - Decision of the New Brunswick Utility Board - A4Z9C5,,,A76827-9,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2955256,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2955256,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A76827 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > A76827-9 Appendix H - Decision of the New Brunswick Utility Board - A4Z9C5
1,electric,Facilities > Electricity,4,A76827-10 Appendix J - Summary of First Nation Engagement Activities - A4Z9C6,A76827-10 Appendix J - Summary of First Nation Engagement Activities - A4Z9C6,,,A76827-10,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2954764,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2954764,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A76827 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > A76827-10 Appendix J - Summary of First Nation Engagement Activities - A4Z9C6
1,electric,Facilities > Electricity,4,A76827-11 Appendix K - Summary of Agency Consultation Activities - A4Z9C7,A76827-11 Appendix K - Summary of Agency Consultation Activities - A4Z9C7,,,A76827-11,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2954954,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2954954,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A76827 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > A76827-11 Appendix K - Summary of Agency Consultation Activities - A4Z9C7
1,electric,Facilities > Electricity,4,A76827-12 Appendix L - Summary of Public Consultation Activities (Redacted Version) - A4Z9C8,A76827-12 Appendix L - Summary of Public Consultation Activities (Redacted Version) - A4Z9C8,,,A76827-12,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2956106,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2956106,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A76827 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > A76827-12 Appendix L - Summary of Public Consultation Activities (Redacted Version) - A4Z9C8
1,electric,Facilities > Electricity,4,Receipt - Accusé de réception - A4Z9C9,Receipt - Accusé de réception - A4Z9C9,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2955972,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2955972,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A76827 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > Receipt - Accusé de réception - A4Z9C9
1,electric,Facilities > Electricity,3,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601521,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > 
1,electric,Facilities > Electricity,3,A77118 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project,A77118 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project,,,A77118,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/2969314,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A77118 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project
1,electric,Facilities > Electricity,4,A77118-1 Appendix F Binder - A5C0Q8,A77118-1 Appendix F Binder - A5C0Q8,,,A77118-1,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2969404,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2969404,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A77118 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > A77118-1 Appendix F Binder - A5C0Q8
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/2969314,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A77118 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > 
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601521,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A77118 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > 
1,electric,Facilities > Electricity,4,Receipt - Accusé de réception - A5C0Q9,Receipt - Accusé de réception - A5C0Q9,,,,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2969405,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2969405,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A77118 Algonquin - Algonquin Tinker Gen Co. - Transmission Alteration Project > Receipt - Accusé de réception - A5C0Q9
1,electric,Facilities > Electricity,3,A77618 National Energy Board - Letter and Information Request No. 1 to Algonquin Power Co.,A77618 National Energy Board - Letter and Information Request No. 1 to Algonquin Power Co.,,,A77618,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/2995606,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A77618 National Energy Board - Letter and Information Request No. 1 to Algonquin Power Co.
1,electric,Facilities > Electricity,4,A77618-1 Letter and Information Request No. 1 to Algonquin Power Co. - A5C7K2,A77618-1 Letter and Information Request No. 1 to Algonquin Power Co. - A5C7K2,,,A77618-1,PDF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2996000,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2996000,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A77618 National Energy Board - Letter and Information Request No. 1 to Algonquin Power Co. > A77618-1 Letter and Information Request No. 1 to Algonquin Power Co. - A5C7K2
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/2995606,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A77618 National Energy Board - Letter and Information Request No. 1 to Algonquin Power Co. > 
1,electric,Facilities > Electricity,4,,,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601521,Facilities > Electricity > Algonquin Tinker Gen Co. > 2016-05-10 - Application to Alter International Power Lines > A77618 National Energy Board - Letter and Information Request No. 1 to Algonquin Power Co. > 
