Stage,Utility,Root,Level,Title,Company_Name,Date,Submitter,Docket_No,Page_Type,PDF_Link,Page_URL,Breadcrumb
4,electric_export,Exports & Imports > Electricity,1,11772244 Canada Inc.,11772244 Canada Inc.,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3891109,Exports & Imports > Electricity > 11772244 Canada Inc.
4,electric_export,Exports & Imports > Electricity,2,2019-12-10 - Application for a Blanket Electricity Export Permit,2019-12-10 - Application for a Blanket Electricity Export Permit,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/3890567,Exports & Imports > Electricity > 11772244 Canada Inc. > 2019-12-10 - Application for a Blanket Electricity Export Permit
