Stage,Utility,Root,Level,Title,Company_Name,Date,Submitter,Docket_No,Page_Type,PDF_Link,Page_URL,Breadcrumb
5,gas_export,Exports & Imports > Gas,1,In-Transit,In-Transit,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/552815,Exports & Imports > Gas > In-Transit
5,gas_export,Exports & Imports > Gas,2,Abitibi Consolidated,Abitibi Consolidated,,,,FOLDER,,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/655951,Exports & Imports > Gas > In-Transit > Abitibi Consolidated
